datapoint,misogynistic_label
Yeah. Why don't you talk to him for a second before you declare him incapable of making his own decisions? So just let him die?,0
"Hurry up. All right. You're going to give me heart attack, woman.",0
"I'm fine. We've got to go, guys. Come on.",0
"But I found this girl in a cave. And I heard her, and... I just got to know, man. I just got to know.",0
"We built a school and we dug a well. And we put in a Wi-Fi tower. Now, they have a full, electronic library.",0
It wasn't yours. She was seeing someone. And I took her for the procedure.,0
"We checked it out. You know the rest. See, I don't, really.",0
"I heard an angelic voice for which I found myself in dire need. And the angel said to her. "" Do not be afraid, Mary, "" For God is watching goodness. "" You got pregnant and gave birth to a son. "" And his name is... "" Jesus. Then Mary said to the "" How is this possible, but if you do not know a man? """,0
"Fine, fine. Alright fine. I'll stay here with her.",0
"And that people such as yourself, who reach the top of the mountain, didn't just fall there. My motto is if you wanna win the lottery, you have to make the money to buy a ticket. Did I say that I worked in a garage?",0
"Believe it or not. This girl, Kimmy, and Wow, I even thought we were gonna get married but, What happened? Um, she cheated on me.",0
Yeah. No. Annie. You don't pay me to worry about her.,0
Then why was he looking at the rack?' Cause he had buck fever. She'll say anything you say.,0
Barbara... Barbara Bach. Very good. But the gun she used?,0
"Well, I humbly accept the tenured position of Wizard emeritus indilectus. Uh, with pay. But once again, the real heroes are Dorothy and her friends from Kansas.",0
"Gabe, I haven't talked to you in over a year. Seriously, get some fucking help. What ya lookin' at?",0
The sexy grandmother. Yeah! I always felt like she had a secret.,0
"There's a flash! She does... she doesn't come out, Johnny. No, no, no, no.",0
"But this time I'm just going to have to imagine your side. In a way, it's just as well... since we can't ever really know each other, can we? People and people, we're all alone in the end.",0
"Just keep reading, come on! "" And martens meet with jackals, and a wood-devil runs "" Upon his fellow. Yea, Lilith dwells there and finds rest for herself.",0
"I don't think music is helping. Music has gotten so rude towards women. Have you guys heard the song "" Fight Night. "" No black people here?",0
She told me that she didn't want me to be in the house. She'll cool down in time. She's a particular woman.,0
"No, he left her for a 26 year old firefighter named Brick. Big son of a bitch. Oh, yeah.",0
I think she likes it. No. You... you go there and you knock and you see if she's okay.,0
"She put herself in that spot. Yeah, and you went after a girl that has a boyfriend. I mean, you kind of brought that on yourself.",0
Moon the bastards. I was thinking about getting a recording of a someone screaming... and blasting it out the window. Let me know.,0
"Wait a minute, wait a minute. In 1774, about a hundred feet of Avenue Denfert-Rochereau was literally swallowed up into the ground by the city. A couple of years later, the same thing happened...",0
"If the guy misses, I'm just like... I used to be very against porn, you know. I thought it was bad for women and like degrading and shit, but now I kind of like it.",0
I asked once. That's why I'm running these errands instead of being a field agent. I know what you mean.,0
"What did she tell you? You told me he killed her. I know it, he's right.",0
"You don't know... You don't know which one I'm talking... I might be talking about the other one. I like conservative people sometimes, brother.",0
We can do better. No mermaids. I worry for women.,0
"IAN (O.S.): All you do is antagonize her. Please, just lay off.",0
That's for her to figure out. I'll come and check her in the morning. Just let her sleep.,0
"Heart, examine yourself. You're spiritually weak and this proves it. I'm trying to make you see you're in no condition to ask her to take you back.",0
Yeah. Sara Whatever. She disappears years ago.,0
"Hey that's gonna dissolve in two hours. No, no, no, no. Come fix this.",0
"I mean, does it matter? It's not like we can send her home now. Come on.",0
"She did it on purpose! She had sex, right? Yes!",0
"Different things for different people. The thing about this tattoo is it's in an inconvenient place. If my friend is having a bad day, she can remind herself, "" Not as bad as my grandfather had it, "" by going like this.",0
Let me know if she remembers you. And hey... About that thing we talked about.,0
"You killed the evil King, Memnon, and saved the sorceress, Cassandra. You made her your queen, and freed a nation. Freed a nation?",0
She has a fever. She's hot! Who was that woman?,0
Get it! Fuck. What the fuck is that?,0
"I'm just gonna take out your wife myself. Since when are you interested in women? Ben Cahill, was that a joke?",0
Cos' you don't know nothing about her bein here. Do you? It's cool Susie.,0
"George. Can I help ya, son? I'm guessin' you heard about young Joey.",0
"What can we do? That fucking Dean. What woman is named "" Dean ""?",0
"Because people don't usually introduce you to the person they're cheating on you with, or their horse. Just read this, okay? You need to understand that when you fall in love, it messes up your brain chemistry and makes you delusional.",0
"yeah! -? best summer ever? whoo!? Thought it's cool to own the beach alone but it's hotter, electric when we're close when we're close guess it's true, life's not a solo ride just dive in, the sparks are gonna fly?",0
"Ah! Ah! Listen to me. You ever come near her again, you're gonna be a blind cripple the rest of your life.",0
"Will they let me talk to him? It's for Nick, it's his wife. Now why would the kid's wife have the private line?",0
Where? At the office of whoever represented Barton Mathis. So I'm assuming this takes priority over finding out the identity of your secret admirer.,0
"Secret crushes, secret schemes. I can't imagine anything more delicate, or bittersweet. Some part of you girls I always identified with... no matter how old you get, a woman's hard-pressed to throw off that part of herself.",0
"And it spoke to me. It said, "" Hail, Mary, full of grace. The Lord is with thee. "" I had found favor with the Lord, and I was blessed.",0
"Are you serious? What I mean is that there's a lot more here that you have to take into account for. Look, we got a dead body, flat tire, an abandoned car.",0
"Bullshit. If you love me, you don't go around screwing other women. Look, sometimes I go too far, okay?",0
"I love the way that she makes her hips, you know... [?] Oh, stop it. He's with that woman again.",0
